Name,year,Esrp,Genre,rate,vote,country,company,Global_Sales
Blade of Darkness,2001,Mature,Fantasy,8.6,125,Spain,Rebel Act Studios,2.4
Crash Team Racing,1999,Everyone,Family,8.6,1000,United States,Naughty Dog,2.4
The Legend of Dragoon,1999,Teen,Fantasy,8.6,535,Japan,Sony Computer Entertainment,2.4
Vagrant Story,2000,Teen,Fantasy,8.6,358,Japan,Square Company,2.39
Command & Conquer: Red Alert 2,2000,Teen,War,8.6,3000,United States,Westwood Studios Inc.,2.39
Dust: A Tale of the Wired West,1995,Not Rated,Fantasy,8.6,51,United States,Cyberflix Inc.,2.39
Donkey Kong Country 2: Diddy's Kong Quest,1995,Adults Only,Adventure,8.6,1000,United Kingdom,Rare,2.39
Donkey Kong Country,1994,Mature,Comedy,8.6,2000,United Kingdom,Rare,2.38
Chrono Cross,1999,Teen,Fantasy,8.6,930,Japan,Square Company,2.38
Privateer,1993,Not Rated,Sci-Fi,8.6,162,United States,Origin Systems,2.38
Ultima VII Part Two: Serpent Isle,1993,Not Rated,Fantasy,8.6,74,United States,Origin Systems,2.38
Fainaru fantajî takutikkusu,1997,Teen,Fantasy,8.6,584,Japan,Square Company,2.38
Discworld Noir,1999,Not Rated,Crime,8.6,257,United Kingdom,Perfect Entertainment,2.37
Resident Evil 3: Nemesis,1999,Mature,Sci-Fi,8.6,4000,Japan,Capcom Company,2.37
